1 [('1196', 19.434477326451486), ('588', 18.40953104800188), ('1198', 17.605988173265253), ('595', 17.37353191289571), ('364', 16.24170696276926), ('2096', 15.58286559055442), ('318', 13.98574897177668), ('1270', 13.491145712196033), ('589', 13.150066993908883), ('1032', 12.318375983014016)] 
437 [('919', 17.750778318175126), ('858', 12.791042359243631), ('2951', 12.766060776254555), ('1304', 11.85010357179334), ('260', 11.760205658711504), ('1198', 11.642413564073424), ('588', 11.616551860780051), ('1022', 10.150473346141649), ('1029', 9.948009320363447), ('2087', 9.595987982563466)] 
438 [('2571', 73.42712739534836), ('780', 72.06485458250401), ('2916', 66.0317540782536), ('480', 64.68366070634076), ('1198', 53.71234046831417), ('1270', 51.399020096065584), ('457', 50.589700385437034), ('608', 45.95115403793847), ('1777', 43.52459328289313), ('296', 42.85308251209568)] 
439 [('1196', 30.393551826532182), ('457', 26.699238876241626), ('1393', 25.98032492052616), ('2571', 22.75277120037576), ('587', 19.707718371073824), ('1270', 19.578387687220957), ('2916', 18.269970902480164), ('2028', 18.252227846198686), ('780', 17.956580581258155), ('339', 17.92933374440114)] 
440 [('457', 15.2035923231298), ('480', 13.463859364083342), ('377', 12.619522536455722), ('589', 12.504516044963106), ('780', 12.050860960686808), ('2916', 10.89983033892422), ('1196', 10.706966035557471), ('733', 10.673529587320264), ('1370', 10.500306727332227), ('2571', 10.012385470300263)] 
441 [('589', 26.813453069592384), ('260', 22.72725853084392), ('1210', 18.08729960434932), ('1240', 17.616392168044975), ('1200', 15.057706588542102), ('457', 14.608655144187868), ('2916', 13.849175408697883), ('780', 13.621151286231166), ('1270', 13.23828104117942), ('2628', 12.936690809062583)] 
442 [('2797', 60.35211471340604), ('1198', 59.52861855042298), ('260', 53.194552998095446), ('1240', 43.7309107489935), ('1036', 43.10711362182189), ('2915', 42.36667228339746), ('858', 42.02356919872702), ('457', 41.483867809848306), ('1923', 39.7495060747795), ('2916', 39.30735760921789)] 
443 [('1196', 22.607911598533526), ('1198', 20.423530777583718), ('589', 15.987980557962262), ('2028', 15.174899066316765), ('593', 15.020300350819538), ('260', 13.172848696095933), ('457', 13.071864034588115), ('1089', 11.448544519277885), ('1036', 10.188693295200236), ('318', 9.859396684310957)] 
444 [('1265', 29.063107384933016), ('858', 25.991438181337042), ('1198', 25.482389487540072), ('260', 24.06547175575397), ('1197', 21.842612472778157), ('593', 21.299935011719345), ('1307', 21.23867217301407), ('1294', 21.131835173521026), ('1234', 20.14721460106139), ('919', 20.11058447363531)] 
445 [('1196', 49.90166895248319), ('260', 46.73831725212154), ('2640', 43.95367712837181), ('1210', 42.46166267463552), ('316', 39.49731019872154), ('1374', 38.32430689773506), ('1676', 32.71749649264554), ('1356', 32.19894109320297), ('2628', 30.977430426940575), ('1214', 30.917778067740336)] 
446 [('2396', 16.796595734320658), ('1265', 14.09918632641627), ('357', 13.346420516135858), ('608', 13.239366623572876), ('2028', 11.309903948334448), ('1', 11.06298940063039), ('1393', 10.52723770536482), ('589', 9.948381062607892), ('58', 9.73995174845016), ('260', 9.45515355561349)] 
447 [('594', 17.737692602180754), ('1282', 15.745603929011466), ('2096', 15.259360058434677), ('2080', 14.755975627309082), ('2078', 14.003255499264872), ('2087', 13.21707110074601), ('1032', 12.807834032677889), ('595', 12.475094957709825), ('2081', 10.738041782753971), ('2137', 10.303725027947486)] 
448 [('2762', 7.850729065727753), ('2571', 7.069376599440202), ('2683', 6.351603833258292), ('2706', 6.217755411387094), ('608', 5.543349231553144), ('296', 5.468317818919237), ('2858', 5.381706054425602), ('318', 5.253294052995782), ('2605', 4.7458350381718475), ('2710', 4.650199854239247)] 
449 [('1997', 14.701963690296585), ('1198', 14.211654530138208), ('1347', 13.996525410255952), ('1196', 12.135795711474426), ('1270', 11.735633973328905), ('1240', 11.461835461610313), ('2054', 11.456029487623892), ('260', 11.207590695073488), ('1214', 11.17202743746014), ('3471', 10.986409628092941)] 
450 [('1198', 23.145858740437024), ('1196', 22.18089453324123), ('858', 19.942600429840272), ('2571', 15.219718654555228), ('589', 14.952833840467264), ('1210', 14.238837193748417), ('1247', 13.31989207879228), ('1252', 12.2749631403371), ('593', 12.26433256846977), ('480', 12.154263141510592)] 
451 [('858', 47.864748224136136), ('1247', 45.72219345934406), ('1198', 44.92177200869676), ('260', 42.51111978794834), ('593', 36.43138344421439), ('296', 34.7993320081171), ('589', 31.255001948003503), ('1265', 29.992293153424555), ('2571', 25.29934289589854), ('923', 25.15668576056263)] 
452 [('589', 40.75099681290847), ('457', 39.34676965534659), ('1580', 29.400881937404417), ('318', 29.39236979972706), ('648', 28.60434233838242), ('1393', 27.27363500386264), ('1377', 26.22812064252842), ('733', 24.69391622070043), ('1682', 23.495131817609618), ('1917', 23.454091064485514)] 
453 [('1580', 63.39113059211719), ('457', 59.170964934271154), ('296', 56.612192056280655), ('1265', 56.29013207725048), ('1200', 49.42845579504219), ('593', 44.73584186016241), ('2858', 39.23327408193689), ('1394', 38.23178774163799), ('2797', 36.428110273877586), ('1610', 36.34546025587456)] 
454 [('1265', 46.37777566717982), ('2571', 35.798698015727574), ('1197', 33.3236394128967), ('2918', 32.87130061653737), ('1580', 32.79811828405213), ('2762', 28.792231762764338), ('1240', 24.901247864881515), ('1617', 24.422572390425827), ('2028', 24.055647815149833), ('223', 23.18607723062803)] 
455 [('1196', 12.261565314278084), ('1197', 9.27503097407081), ('480', 7.642604865069362), ('1580', 7.29484526992771), ('1307', 7.0544713987413505), ('1291', 6.596677582939545), ('589', 6.555178951816236), ('1210', 6.2535440457103295), ('1240', 6.213625079568924), ('1036', 6.17138460234564)] 
456 [('589', 46.74673965523783), ('2571', 42.61876305241448), ('1210', 39.925661695464186), ('480', 38.18954067975114), ('1374', 25.96180024941747), ('780', 25.843089238051828), ('541', 25.270920589473146), ('2640', 24.648971912576805), ('1610', 23.657972514163195), ('1214', 23.52468360596913)] 
457 [('1196', 65.7824180722837), ('457', 61.74984936584056), ('296', 53.95587973244078), ('1265', 49.544588174336575), ('1198', 49.487001453739), ('1270', 36.46073658970273), ('2916', 33.87834262622399), ('1200', 32.00778723542942), ('780', 31.49169773191662), ('527', 28.646484550592994)] 
458 [('589', 19.78350356081206), ('457', 9.280325908222693), ('110', 8.845886445108881), ('1196', 8.315328404458132), ('260', 7.965678354995485), ('608', 7.703681964574613), ('1544', 7.409841659648485), ('2028', 6.785935175932904), ('1617', 6.495321342345939), ('2571', 6.355962450290354)] 
459 [('2762', 11.90652654321407), ('2959', 10.541638411932748), ('2710', 10.40190590762365), ('785', 9.057744659933759), ('1513', 8.792936457823203), ('2997', 8.513364959426482), ('2541', 8.487390662361307), ('2502', 8.174327134183333), ('2858', 7.7824427847482855), ('2716', 7.204047746541413)] 
460 [('2918', 18.189440505348056), ('1079', 17.195075467905745), ('2797', 16.43520735733947), ('1307', 13.255232077947056), ('2174', 12.016539497420355), ('3421', 10.758137255193526), ('2915', 10.409936874684684), ('2470', 10.06858148263548), ('1278', 9.912382492941285), ('3210', 9.798520757666216)] 
461 [('589', 53.634163238704254), ('457', 52.66407912077766), ('260', 51.679035856542136), ('1240', 43.975259812285124), ('480', 43.16418003821167), ('2916', 40.5359693482521), ('2797', 40.06209178653518), ('2194', 37.01458071784647), ('2640', 37.003791068293886), ('2000', 36.55937241950047)] 
462 [('1196', 53.104708470283825), ('589', 49.21288632051289), ('1214', 25.145937584387863), ('1097', 23.896296532191457), ('1527', 23.394817111265784), ('1200', 23.269284803167867), ('592', 22.95260777917922), ('1036', 22.946561816332775), ('1265', 20.649051200229213), ('1573', 20.607453154441142)] 
463 [('2174', 29.635377935300728), ('1923', 20.209687396876905), ('2915', 20.018746938429047), ('1196', 19.094899298928055), ('1198', 18.65872512689664), ('3039', 18.545475378349533), ('1968', 17.77451937670891), ('589', 16.691755476284136), ('608', 16.408536099974288), ('39', 16.16591587234313)] 
464 [('608', 24.793767918965568), ('296', 21.693471925007337), ('1196', 17.851031742272724), ('593', 15.554608889514304), ('589', 15.542567190709125), ('2858', 15.450418487008513), ('1198', 14.654789765720553), ('318', 14.599730568208713), ('858', 12.83122747331436), ('2396', 12.705989023877148)] 
465 [('296', 14.841782429645303), ('589', 14.017158029969654), ('50', 12.409691091194727), ('1196', 12.235924758387146), ('593', 11.35564443241273), ('260', 11.10238696034941), ('1617', 10.85278851554418), ('1265', 9.1199496379509), ('2571', 8.312633092037856), ('1198', 7.965370263747991)] 
466 [('1394', 32.41370944615737), ('1198', 32.408399217915125), ('1307', 30.210094187747192), ('608', 29.73749869738282), ('1247', 27.577863591514816), ('2797', 27.31074083182899), ('1197', 26.316553127812888), ('2174', 24.5368767047972), ('1084', 23.64630902767916), ('3504', 23.522863705711096)] 
467 [('1265', 27.451798403968503), ('589', 23.22103141737311), ('608', 19.35010910978344), ('457', 19.34246772951152), ('1196', 17.859981468477482), ('1198', 17.31715673420131), ('539', 16.311215718186787), ('480', 15.890328854568587), ('2028', 15.456761250560863), ('1580', 15.398096316196407)] 
468 [('2028', 8.189413099284959), ('1580', 7.676719075571249), ('480', 6.435609871646474), ('457', 6.376614869181359), ('2571', 6.280973854573129), ('2916', 6.204414549461153), ('780', 6.073794796170144), ('1610', 5.990637525260004), ('648', 5.698824656163991), ('357', 5.639277312763094)] 
469 [('858', 21.01506545471241), ('589', 19.212061344930323), ('912', 16.500026432405267), ('904', 16.126496579192594), ('1214', 16.009447165045938), ('1252', 14.09532322321676), ('608', 13.634110584291513), ('1270', 13.62291613229903), ('2571', 13.277125478402102), ('923', 12.642645283201066)] 
470 [('594', 27.55773761933561), ('2080', 27.032392413827594), ('595', 25.70341553212302), ('2096', 23.54744756259742), ('364', 17.49706177221132), ('1265', 15.817032197584055), ('899', 15.646323500406345), ('1580', 13.204061894591812), ('1073', 12.94803430288852), ('1', 12.167839933738348)] 
471 [('1196', 45.13308145104392), ('2571', 36.931818075004955), ('1580', 24.231935875321636), ('780', 23.968727430509563), ('858', 23.76962021556136), ('1374', 23.376606125492245), ('1097', 20.898948414801303), ('608', 19.48773002278273), ('3527', 19.118237867533853), ('750', 19.083659587360636)] 
472 [('2571', 29.660222329239737), ('1214', 25.59666992726275), ('1210', 24.45159431124636), ('1270', 21.94854102613673), ('32', 18.534922265177517), ('480', 18.24895176226064), ('1097', 16.122892277673962), ('2028', 15.519538363307856), ('1580', 14.387648217322374), ('1036', 13.942415912463689)] 
473 [('1947', 12.04221164896706), ('2080', 11.45216073841576), ('3623', 10.20723650949066), ('1022', 9.14828187883163), ('1028', 8.950536871970339), ('912', 8.577048581767151), ('900', 8.24492598923198), ('3510', 7.9824559584434995), ('3755', 7.878997129128308), ('1029', 7.746126005027872)] 
474 [('457', 47.17746619583452), ('608', 39.41977678990401), ('780', 37.8562671065101), ('2916', 34.86142897523578), ('1923', 34.14847794269386), ('1610', 31.35029446232918), ('1377', 31.01084565657623), ('50', 29.930200475227636), ('1393', 29.770464979569745), ('377', 29.041562497908313)] 
475 [('1198', 53.5347414039026), ('480', 47.03590743429113), ('1210', 46.073887911919144), ('2571', 42.992330091951935), ('2797', 42.75341456582231), ('1036', 35.228664308692785), ('1377', 34.24587686244879), ('2640', 33.27197529496106), ('457', 30.386499101616277), ('1527', 30.015614990398294)] 
476 [('589', 54.098862474360104), ('260', 52.451964061302846), ('2916', 47.97420428936543), ('1307', 43.59353311019733), ('480', 42.8417592498329), ('2115', 42.51796582633142), ('2571', 41.72004809641927), ('2134', 39.677896429491064), ('1036', 37.97148159266279), ('1375', 35.9353891407916)] 
477 [('1198', 60.836215680556236), ('1210', 47.21370800812704), ('1200', 38.96738337264641), ('592', 36.6080765644988), ('377', 35.84420688931792), ('1552', 33.26070999078289), ('1214', 32.99888959080234), ('2985', 31.345509703274306), ('95', 30.907062654906397), ('1608', 30.16820855490026)] 
478 [('2858', 18.752849601568343), ('1196', 18.079554255779676), ('1617', 17.891198069021595), ('2028', 16.702617047018304), ('457', 15.407923852618065), ('527', 14.487392824547312), ('2762', 14.176910590435522), ('589', 14.029445633291612), ('260', 13.456715822673713), ('1198', 13.110092744583874)] 
479 [('1270', 37.742784247830514), ('260', 36.79613915310666), ('589', 31.94283252015305), ('457', 29.073589025459626), ('2571', 25.29020569010957), ('1240', 23.568373095974337), ('1580', 23.532831666598362), ('1394', 21.26503607110685), ('2915', 20.848285378790337), ('1036', 20.569471378898694)] 
480 [('589', 33.714889566795), ('2916', 27.603158832396545), ('780', 26.678174560065322), ('1198', 22.738008698263883), ('318', 21.93110353186063), ('608', 21.30549128728608), ('648', 20.703470322406158), ('1210', 19.729002571705475), ('593', 19.028186475080652), ('296', 17.75396268014515)] 
481 [('457', 30.38499447595597), ('1610', 28.43228952145167), ('260', 28.070431517910528), ('780', 27.762585729858046), ('2571', 27.15391578143113), ('1036', 25.518506995271682), ('1210', 25.126171237702877), ('2797', 25.101202497046646), ('608', 22.848970012063972), ('1307', 21.981161463495592)] 
482 [('780', 68.03669335381939), ('1610', 56.72746172186553), ('480', 52.208949632546066), ('733', 51.343843189099786), ('593', 48.9922123358865), ('500', 48.720541969751864), ('1208', 47.5273541581017), ('2028', 47.22713194446481), ('1704', 46.66561418111102), ('1394', 46.614496589271994)] 
483 [('608', 14.047591579175545), ('589', 13.341475344650553), ('1198', 12.719497574520629), ('1196', 12.649445468782028), ('260', 11.819635237943443), ('2571', 10.25574677319808), ('2858', 9.164904070194087), ('50', 8.491666966147971), ('858', 8.103564994929148), ('1617', 8.099315811842327)] 
484 [('2959', 10.626720726844027), ('2762', 10.535707818157707), ('2858', 9.495562081259592), ('2683', 9.474169928732618), ('2710', 9.205791437764608), ('589', 8.567106190726301), ('2997', 7.510465455780454), ('2571', 7.505848068130007), ('2028', 7.480688017229383), ('457', 7.1966717130080395)] 
485 [('2716', 18.033500346704464), ('1197', 14.979156701094148), ('260', 12.103772680962816), ('1307', 11.717569531459253), ('1580', 11.296111368474588), ('1196', 10.971665414422578), ('2997', 10.780585163255255), ('2918', 10.754444363255782), ('608', 9.498717825786802), ('2028', 9.425729770186976)] 
486 [('608', 21.31827359831808), ('296', 21.0397020422794), ('318', 18.156446542495374), ('2858', 15.177120308310377), ('593', 14.499004475939143), ('2396', 12.801603747607803), ('1617', 10.353062026134726), ('50', 10.210953680896615), ('260', 9.273952359793698), ('589', 9.091334020127828)] 
487 [('608', 14.319353378606312), ('589', 12.166124369525619), ('2997', 11.168466728488264), ('2396', 10.912214525729373), ('480', 10.432458955975989), ('296', 10.074283734685805), ('318', 10.064409116719048), ('2716', 9.349273306981177), ('3578', 8.956681127821396), ('1617', 8.462496479544082)] 
488 [('2571', 9.132507938603949), ('2916', 8.398713022249579), ('589', 8.196296012646954), ('260', 8.030470795308275), ('480', 7.206854587219077), ('1580', 7.199191587253663), ('1198', 6.128285700770828), ('1240', 6.107234378240088), ('1200', 5.862291864141176), ('1676', 5.584739662188987)] 
489 [('260', 14.669693725121821), ('589', 12.997418850385326), ('1270', 10.25656996988743), ('2571', 8.669689663271111), ('1240', 8.660092899547086), ('1265', 8.340121401181435), ('608', 7.912166510088197), ('593', 7.551801819865981), ('858', 7.004385984344934), ('1200', 6.952112517993173)] 
490 [('1580', 28.847626845043585), ('2916', 25.277110264515912), ('589', 24.844978419719432), ('1240', 23.20741285668199), ('594', 20.898614809757152), ('2080', 20.353876897898154), ('595', 18.209800050848916), ('1527', 17.232503892917215), ('1270', 16.872781650418432), ('1029', 16.791012547701108)] 
491 [('480', 14.549999696686012), ('260', 12.563403470299402), ('1198', 12.532914051054933), ('457', 12.103672891625859), ('1610', 10.608638520769613), ('2916', 9.739829973274055), ('780', 9.446102236959234), ('1580', 9.358998106271075), ('608', 9.280605586203654), ('318', 8.109996490572312)] 
492 [('2683', 14.615108929744641), ('2762', 14.075914412544925), ('2959', 11.657044225195069), ('2858', 11.459798418880336), ('2502', 9.429038572825041), ('2599', 8.913725454004798), ('785', 8.13332409139406), ('2997', 7.868157088018529), ('2395', 7.55588871643482), ('1513', 7.079330244504918)] 
493 [('457', 42.779648236149214), ('296', 34.9134173794117), ('1393', 33.18315812597863), ('593', 31.108433707165812), ('2028', 29.852414726445563), ('589', 29.547529629699277), ('1704', 27.452009178647593), ('50', 25.892468328773393), ('2571', 22.426936754996948), ('2858', 22.3363328172408)] 
494 [('780', 41.22225844398975), ('2953', 34.520064626991136), ('500', 33.377236916181005), ('1377', 32.44122096305842), ('733', 26.909216302538926), ('2916', 26.12533568064792), ('1552', 26.078783182703532), ('480', 25.774816520796517), ('1307', 25.176368085726875), ('2918', 23.96907415383639)] 
495 [('260', 24.432431726910263), ('1580', 23.400021558885356), ('1198', 23.267393078127462), ('2028', 19.111456492097744), ('1240', 18.67364489472342), ('2916', 18.546280936826737), ('1527', 14.35066715769696), ('1036', 13.13544753680857), ('457', 13.08019018707111), ('1200', 12.996007614149358)] 
496 [('589', 38.143237379599675), ('1196', 35.180051727168625), ('260', 32.33586381875714), ('2916', 29.691775800423287), ('780', 29.51161614656952), ('1265', 27.219309766039434), ('1210', 25.50478110611369), ('1198', 25.03690613979875), ('457', 24.61182234227005), ('1356', 22.496907365082095)] 
497 [('2174', 6.306977247916654), ('2054', 6.104191164235091), ('2105', 6.031058797232818), ('1580', 5.8963504500407895), ('2161', 5.599659503321064), ('377', 5.561394646406329), ('589', 4.915723239351755), ('648', 4.891587148266475), ('2005', 4.857127739618299), ('2571', 4.782154654425707)] 
498 [('608', 44.07556828457165), ('1196', 36.48218592138871), ('296', 34.66516993441053), ('858', 31.110433624069078), ('1198', 29.768666816761225), ('1265', 27.477980348963804), ('2797', 26.853016998025208), ('589', 26.710784939822496), ('1394', 25.924964243556985), ('2762', 25.75075546254564)] 
499 [('1265', 34.724052412900825), ('608', 28.0306299299638), ('1674', 25.53288197243708), ('260', 25.315280721160107), ('2100', 22.36546272801542), ('2915', 22.22869067235957), ('2028', 22.095708670598725), ('593', 21.894833152501434), ('589', 21.71190768450893), ('592', 21.535773077300927)] 
500 [('1282', 17.439078002370785), ('1265', 17.21605600956413), ('588', 15.983578110518541), ('2080', 14.708551457321732), ('318', 14.56367066630131), ('296', 14.394442769251164), ('2096', 13.132354442823422), ('1136', 13.061705657204703), ('1947', 12.938061414801915), ('2078', 12.523794427822258)] 
501 [('589', 19.37411575159681), ('2571', 15.247468167278639), ('648', 12.724068466383937), ('1196', 11.97487550595618), ('1210', 11.751033257690155), ('260', 10.747129130444208), ('780', 10.43865394053197), ('2628', 10.430836054489426), ('457', 9.957262928948264), ('1240', 9.539369400562121)] 
502 [('1196', 14.649686420576405), ('260', 14.104264751486085), ('1198', 13.66140774739684), ('1265', 13.344691056038673), ('2762', 11.589233230419003), ('589', 11.311106887375232), ('2571', 11.11713271448378), ('2858', 10.832505010420299), ('608', 10.129966054186724), ('1210', 10.063814266355495)] 
503 [('1196', 13.923792771211431), ('858', 12.987114207494336), ('2571', 12.08297172447267), ('589', 12.065056609148925), ('260', 11.773744831000617), ('608', 10.494872921573789), ('2028', 10.292772937009076), ('457', 10.166219305610376), ('913', 9.984996920475991), ('2858', 9.73768715155613)] 
504 [('1252', 17.253031969100114), ('1240', 16.895768375472308), ('1196', 16.440965790354173), ('1200', 14.828748853892261), ('480', 14.330812101317111), ('2571', 14.132072605379298), ('1580', 14.01667240044539), ('1198', 13.931356906193818), ('1267', 12.662817002578002), ('2186', 12.50891545680027)] 
505 [('780', 36.711191534679806), ('1198', 32.32643204446371), ('1196', 31.53832631108387), ('1580', 29.17212717549699), ('2571', 27.84447463094189), ('457', 27.35374347891612), ('1079', 25.66886272337549), ('260', 24.688087498785134), ('1307', 23.41467708582124), ('1370', 21.47712258338872)] 
506 [('2858', 29.922298131739563), ('2710', 25.98878316865386), ('3578', 23.603283252051767), ('2716', 23.257567373539597), ('2599', 18.535387299891184), ('2395', 15.974124303004636), ('608', 14.968153869793452), ('2571', 14.75660457909541), ('785', 14.536691285266762), ('3623', 14.24120877739939)] 
507 [('608', 13.185416176337895), ('858', 12.904582232631892), ('593', 10.319595323275546), ('1265', 10.132362668972187), ('296', 10.016178856878415), ('527', 9.511003698470489), ('1196', 9.2323694200961), ('2396', 8.263769997083912), ('1247', 7.843009358840851), ('919', 7.44995317656143)] 
508 [('2916', 44.23983996732867), ('480', 31.16262543105677), ('1374', 29.20537090676833), ('1580', 29.034533698317855), ('1214', 28.80489877110365), ('2640', 25.645979119602412), ('1270', 20.248861354552062), ('329', 19.13167800307704), ('1097', 17.996509123788535), ('1197', 17.538149421935262)] 
509 [('589', 95.57666887391449), ('608', 81.77919671141774), ('2571', 79.37892395572439), ('1265', 60.5354383411209), ('1393', 52.34906605221688), ('1377', 50.56484882371948), ('2762', 46.770325834066306), ('1210', 45.24457207236104), ('592', 45.06218063519593), ('1200', 44.37275317489166)] 
510 [('2571', 39.23496599218367), ('2916', 38.09641793735149), ('1240', 32.078954265837226), ('1527', 30.191041988191586), ('1356', 27.939342857173536), ('1270', 26.388706583072526), ('1544', 25.420375707835927), ('1198', 23.576936465973045), ('1200', 21.467408590170745), ('2640', 18.490266376280644)] 
511 [('2396', 8.470249439315964), ('2762', 7.963739749247131), ('2858', 6.580057123133956), ('1196', 6.093253111988173), ('2599', 5.199524749830972), ('2959', 5.082073987663055), ('589', 4.334514092269167), ('223', 4.226962544584222), ('2987', 4.13330831541325), ('608', 4.116730122510601)] 
512 [('589', 12.416882083845076), ('480', 11.725599740208466), ('2571', 11.098523808937262), ('648', 10.277392240538438), ('457', 8.490384185649955), ('3793', 8.451357775611783), ('780', 8.184880074069294), ('2858', 7.89432180502061), ('2762', 7.534460747627141), ('1580', 7.089527291119547)] 
513 [('2716', 19.35211153978912), ('858', 17.85776378529097), ('2918', 17.640746685288647), ('608', 17.472593398910323), ('1198', 17.17853204528313), ('3471', 16.528355183695872), ('260', 16.0815205103299), ('541', 15.842291593860145), ('1079', 15.722292621395779), ('1200', 15.046606862855867)] 
514 [('589', 41.913042868855825), ('1210', 29.98478114335785), ('480', 29.553357970699373), ('1240', 28.687258757175197), ('2716', 23.638260446920853), ('2997', 21.144804708973442), ('457', 21.048196893885894), ('2028', 20.673788385622863), ('541', 20.561062181626344), ('1270', 20.233752293992847)] 
515 [('1196', 49.34128759514264), ('260', 44.248006570044275), ('593', 30.09988303394379), ('1240', 28.632886591021585), ('1617', 28.049802291490558), ('2028', 25.992688237558962), ('1307', 25.163745105915503), ('1136', 24.8756328608196), ('1210', 23.93548632568108), ('2858', 22.826487870910494)] 
516 [('589', 44.266592801174745), ('1580', 39.67532883244815), ('1196', 39.593246876641885), ('260', 37.85735683051716), ('2571', 36.34069064856435), ('2916', 32.53284337551148), ('1198', 29.524407497419453), ('1240', 29.49096171238306), ('1374', 28.18137538386671), ('1527', 27.98265866543145)] 
517 [('608', 26.713361413829944), ('1307', 26.605503814796457), ('1079', 24.684145550834565), ('2918', 24.585776233664568), ('1394', 22.963324802550705), ('1393', 22.888586925263798), ('1265', 21.72326497470482), ('2716', 19.61623737626174), ('1196', 19.49983946380491), ('1270', 18.233604265627662)] 
518 [('1393', 43.20199734243887), ('2762', 35.66748634655758), ('2858', 34.58100498614302), ('593', 30.199763316114502), ('589', 30.126716106570374), ('1196', 29.688697839278227), ('260', 28.573622196534078), ('858', 25.73702079427952), ('1674', 23.514925237117737), ('1617', 23.487948758218447)] 
519 [('2716', 8.434137181283896), ('1265', 7.722802039788009), ('2396', 6.596523781369149), ('1196', 6.2679395768824255), ('588', 5.575850286529806), ('2762', 5.340380101419933), ('1270', 5.051975694794611), ('260', 5.033980297212178), ('595', 5.010013274439222), ('1136', 5.000479676091101)] 
520 [('296', 43.56555302153599), ('589', 42.699487947844545), ('1196', 40.34079922259578), ('1198', 35.17345674222503), ('1307', 35.05195839856802), ('260', 33.89978762136204), ('2571', 31.79923132258196), ('1247', 28.38806980821084), ('480', 27.66811860863529), ('1580', 25.181758132501603)] 
521 [('1198', 13.75669147063763), ('457', 12.030057776136006), ('1617', 11.947385223822252), ('608', 11.786920739862772), ('1201', 10.946206148143222), ('589', 10.873187372668905), ('2921', 10.74978758756683), ('858', 10.560636026391188), ('318', 9.56711547324672), ('2028', 9.295492059501903)] 
522 [('589', 41.293473852312346), ('2571', 39.51529195060999), ('1196', 37.05050191850431), ('260', 35.44529631596526), ('1240', 34.34472790846122), ('1580', 27.329828911707526), ('1200', 25.804068961343248), ('2640', 19.55265381522046), ('1374', 18.08853361280379), ('1356', 14.842833957772221)] 
523 [('1198', 47.473510402490845), ('589', 41.41131416031672), ('1240', 32.1397499047326), ('480', 30.56738607645975), ('1197', 29.250283863051596), ('1291', 27.039978021410676), ('1200', 25.517922036819375), ('2194', 23.204907847189695), ('2716', 22.5848777604383), ('1214', 22.078394554417446)] 
524 [('589', 111.87958129233957), ('1265', 80.37130400199352), ('1393', 72.45918810174634), ('858', 67.85044073863108), ('480', 67.76259012680543), ('50', 66.44207874141875), ('260', 66.08319654725655), ('593', 64.96340349816562), ('1307', 58.4848137286354), ('2716', 56.391582621415616)] 
525 [('1198', 16.688232695682405), ('1196', 14.57997370947727), ('1240', 13.094605019045485), ('1036', 13.093018433320587), ('919', 10.461547657880484), ('589', 10.44063869344414), ('2571', 8.873958641773122), ('912', 8.013958852678774), ('910', 8.008596896549998), ('1200', 7.970175177127318)] 
526 [('1198', 32.85144380353778), ('457', 32.51587082364934), ('1240', 29.484137495371463), ('1610', 21.54194275273499), ('480', 19.60484870555545), ('592', 17.63807292938994), ('1387', 17.371995769432665), ('1214', 16.980657188614547), ('858', 14.780390558516965), ('1580', 14.362225445408358)] 
527 [('2918', 9.892345603823083), ('1196', 9.754688766156763), ('1307', 9.400321468103552), ('2797', 9.397133517512254), ('2174', 9.359423916459189), ('2716', 9.127747721074314), ('1079', 7.645029183309456), ('608', 7.422038532634564), ('1197', 7.3932885839122005), ('318', 7.267274971412975)] 
528 [('1777', 56.17208072876577), ('780', 54.83734568630684), ('1196', 53.944044192366476), ('457', 52.154825701820215), ('1307', 50.996673431654365), ('597', 50.52876797143796), ('2424', 49.24803367067964), ('480', 48.648574903933515), ('39', 43.892540123187146), ('3255', 42.587482695161775)] 
529 [('1198', 47.98965973872388), ('2571', 37.926181639471906), ('1240', 26.51798332759835), ('480', 26.295523797354907), ('1210', 25.968100833171327), ('1036', 25.85450662900844), ('1208', 24.18725851280048), ('919', 24.163981218183398), ('296', 23.427929680961576), ('1252', 23.291636439897232)] 
530 [('260', 65.81387718215484), ('1214', 40.04364694830735), ('1036', 30.765964971781507), ('2028', 25.789535566020223), ('457', 24.774474748893148), ('780', 21.73488456610693), ('1197', 20.434600139172623), ('608', 20.214875781473033), ('296', 20.10380204841515), ('858', 19.851879211229704)] 
531 [('608', 76.08830700200247), ('1196', 65.5202084100758), ('2571', 56.837484325191056), ('2470', 51.35384378431938), ('1704', 45.170372237728586), ('1270', 43.3781388918254), ('2916', 42.35478046973952), ('733', 40.5479258346296), ('539', 40.357738424114835), ('592', 36.20115311658883)] 
532 [('1196', 25.283685001279363), ('2571', 24.42402012461562), ('480', 24.21720001090707), ('1270', 20.699303874163945), ('1200', 19.557474679079814), ('2916', 17.977770688639467), ('1198', 16.686423662354322), ('2640', 13.64054124616417), ('3527', 11.577464714783536), ('1036', 10.5577832562882)] 
533 [('589', 85.14250270775449), ('1198', 80.37619555918444), ('260', 72.34584338836248), ('608', 71.99410100589408), ('296', 68.33928132544108), ('2916', 64.83647793870925), ('1370', 63.76144118616911), ('2918', 62.63582004097124), ('480', 61.336653244169455), ('733', 59.72040177352134)] 
534 [('1393', 20.27972019503412), ('1580', 17.626386153718226), ('39', 17.110724084007092), ('480', 16.931081512695517), ('608', 16.27918688524085), ('597', 15.238218079655727), ('589', 14.910042643727419), ('587', 14.872344146430596), ('457', 13.175555839482042), ('260', 13.05445423048221)] 
